action_debug,action_duty_ref,action_v_ref,dt,g,i,p,t,t_mod,v
"{'algo': 'pso', 'phase': 1, 'iter': 3, 'idx': 2, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 64.52644235185342, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,17.103999999999985,0.001,650.0,3.7947801900643077,64.52644235185342,0.07100000000000005,25.0,17.003999999999984
"{'algo': 'pso', 'phase': 1, 'iter': 3, 'idx': 3, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 64.90581566248589, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,17.003999999999984,0.001,650.0,3.7947740681995996,64.90581566248589,0.07200000000000005,25.0,17.103999999999985
"{'algo': 'pso', 'phase': 1, 'iter': 3, 'idx': 4, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 64.52644235185342, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.903999999999982,0.001,650.0,3.7947801900643077,64.52644235185342,0.07300000000000005,25.0,17.003999999999984
"{'algo': 'pso', 'phase': 1, 'iter': 3, 'idx': 5, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 64.14706716141325, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.80399999999998,0.001,650.0,3.7947862731550703,64.14706716141325,0.07400000000000005,25.0,16.903999999999982
"{'algo': 'pso', 'phase': 1, 'iter': 4, 'idx': 0, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 63.76769006010288, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.70399999999998,0.001,650.0,3.7947923149311444,63.76769006010288,0.07500000000000005,25.0,16.80399999999998
"{'algo': 'pso', 'phase': 1, 'iter': 4, 'idx': 1, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 63.388311124900234, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.603999999999978,0.001,650.0,3.794798319258879,63.388311124900234,0.07600000000000005,25.0,16.70399999999998
"{'algo': 'pso', 'phase': 1, 'iter': 4, 'idx': 2, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 63.00893035420041, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.70399999999998,0.001,650.0,3.794804285365002,63.00893035420041,0.07700000000000005,25.0,16.603999999999978
"{'algo': 'pso', 'phase': 1, 'iter': 4, 'idx': 3, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 63.388311124900234, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.603999999999978,0.001,650.0,3.794798319258879,63.388311124900234,0.07800000000000006,25.0,16.70399999999998
"{'algo': 'pso', 'phase': 1, 'iter': 4, 'idx': 4, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 63.00893035420041, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.70399999999998,0.001,650.0,3.794804285365002,63.00893035420041,0.07900000000000006,25.0,16.603999999999978
"{'algo': 'pso', 'phase': 1, 'iter': 4, 'idx': 5, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 63.388311124900234, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.603999999999978,0.001,650.0,3.794798319258879,63.388311124900234,0.08000000000000006,25.0,16.70399999999998
"{'algo': 'pso', 'phase': 1, 'iter': 5, 'idx': 0, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 63.00893035420041, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.503999999999976,0.001,650.0,3.794804285365002,63.00893035420041,0.08100000000000006,25.0,16.603999999999978
"{'algo': 'pso', 'phase': 1, 'iter': 5, 'idx': 1, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.62954779046345, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.403999999999975,0.001,650.0,3.7948102151274563,62.62954779046345,0.08200000000000006,25.0,16.503999999999976
"{'algo': 'pso', 'phase': 1, 'iter': 5, 'idx': 2, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.25016346090134, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.503999999999976,0.001,650.0,3.7948161095404433,62.25016346090134,0.08300000000000006,25.0,16.403999999999975
"{'algo': 'pso', 'phase': 1, 'iter': 5, 'idx': 3, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.62954779046345, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.403999999999975,0.001,650.0,3.7948102151274563,62.62954779046345,0.08400000000000006,25.0,16.503999999999976
"{'algo': 'pso', 'phase': 1, 'iter': 5, 'idx': 4, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.25016346090134, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.503999999999976,0.001,650.0,3.7948161095404433,62.25016346090134,0.08500000000000006,25.0,16.403999999999975
"{'algo': 'pso', 'phase': 1, 'iter': 5, 'idx': 5, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.62954779046345, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.55054799366542,0.001,650.0,3.7948102151274563,62.62954779046345,0.08600000000000006,25.0,16.503999999999976
"{'algo': 'pso', 'phase': 1, 'iter': 6, 'idx': 0, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.80614297646503, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.450547993665417,0.001,650.0,3.7948074589737786,62.80614297646503,0.08700000000000006,25.0,16.55054799366542
"{'algo': 'pso', 'phase': 1, 'iter': 6, 'idx': 1, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.426759485833216, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.350547993665415,0.001,650.0,3.794813370951033,62.426759485833216,0.08800000000000006,25.0,16.450547993665417
"{'algo': 'pso', 'phase': 1, 'iter': 6, 'idx': 2, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.047374198698826, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.450547993665417,0.001,650.0,3.794819245369478,62.047374198698826,0.08900000000000007,25.0,16.350547993665415
"{'algo': 'pso', 'phase': 1, 'iter': 6, 'idx': 3, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.426759485833216, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.350547993665415,0.001,650.0,3.794813370951033,62.426759485833216,0.09000000000000007,25.0,16.450547993665417
"{'algo': 'pso', 'phase': 1, 'iter': 6, 'idx': 4, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.047374198698826, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.450547993665417,0.001,650.0,3.794819245369478,62.047374198698826,0.09100000000000007,25.0,16.350547993665415
"{'algo': 'pso', 'phase': 1, 'iter': 6, 'idx': 5, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.426759485833216, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.4261152732478,0.001,650.0,3.794813370951033,62.426759485833216,0.09200000000000007,25.0,16.450547993665417
"{'algo': 'pso', 'phase': 1, 'iter': 7, 'idx': 0, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.334065484377945, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.326115273247797,0.001,650.0,3.794814808459161,62.334065484377945,0.09300000000000007,25.0,16.4261152732478
"{'algo': 'pso', 'phase': 1, 'iter': 7, 'idx': 1, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.954679817986325, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.226115273247796,0.001,650.0,3.794820677243786,61.954679817986325,0.09400000000000007,25.0,16.326115273247797
"{'algo': 'pso', 'phase': 1, 'iter': 7, 'idx': 2, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.575292377366495, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.326115273247797,0.001,650.0,3.794826509021939,61.575292377366495,0.09500000000000007,25.0,16.226115273247796
"{'algo': 'pso', 'phase': 1, 'iter': 7, 'idx': 3, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.954679817986325, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.4261152732478,0.001,650.0,3.794820677243786,61.954679817986325,0.09600000000000007,25.0,16.326115273247797
"{'algo': 'pso', 'phase': 1, 'iter': 7, 'idx': 4, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.334065484377945, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.5261152732478,0.001,650.0,3.794814808459161,62.334065484377945,0.09700000000000007,25.0,16.4261152732478
"{'algo': 'pso', 'phase': 1, 'iter': 7, 'idx': 5, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.713449449416615, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.4261152732478,0.001,650.0,3.7948089077495486,62.713449449416615,0.09800000000000007,25.0,16.5261152732478
"{'algo': 'pso', 'phase': 1, 'iter': 8, 'idx': 0, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.334065484377945, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.326115273247797,0.001,650.0,3.794814808459161,62.334065484377945,0.09900000000000007,25.0,16.4261152732478
"{'algo': 'pso', 'phase': 1, 'iter': 8, 'idx': 1, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.954679817986325, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.226115273247796,0.001,650.0,3.794820677243786,61.954679817986325,0.10000000000000007,25.0,16.326115273247797
"{'algo': 'pso', 'phase': 1, 'iter': 8, 'idx': 2, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.575292377366495, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.326115273247797,0.001,650.0,3.794826509021939,61.575292377366495,0.10100000000000008,25.0,16.226115273247796
"{'algo': 'pso', 'phase': 1, 'iter': 8, 'idx': 3, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.954679817986325, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.226115273247796,0.001,650.0,3.794820677243786,61.954679817986325,0.10200000000000008,25.0,16.326115273247797
"{'algo': 'pso', 'phase': 1, 'iter': 8, 'idx': 4, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.575292377366495, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.326115273247797,0.001,650.0,3.794826509021939,61.575292377366495,0.10300000000000008,25.0,16.226115273247796
"{'algo': 'pso', 'phase': 1, 'iter': 8, 'idx': 5, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.954679817986325, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.294928612836678,0.001,650.0,3.794820677243786,61.954679817986325,0.10400000000000008,25.0,16.326115273247797
"{'algo': 'pso', 'phase': 1, 'iter': 9, 'idx': 0, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.83636170988114, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.24232764833162,0.001,650.0,3.7948224984040877,61.83636170988114,0.10500000000000008,25.0,16.294928612836678
"{'algo': 'pso', 'phase': 1, 'iter': 9, 'idx': 1, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.63680021066033, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.14232764833162,0.001,650.0,3.794825565964466,61.63680021066033,0.10600000000000008,25.0,16.24232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 9, 'idx': 2, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.25741137348658, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.24232764833162,0.001,650.0,3.7948313717828546,61.25741137348658,0.10700000000000008,25.0,16.14232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 9, 'idx': 3, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.63680021066033, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.14232764833162,0.001,650.0,3.794825565964466,61.63680021066033,0.10800000000000008,25.0,16.24232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 9, 'idx': 4, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.25741137348658, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.24232764833162,0.001,650.0,3.7948313717828546,61.25741137348658,0.10900000000000008,25.0,16.14232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 9, 'idx': 5, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.63680021066033, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.342327648331622,0.001,650.0,3.794825565964466,61.63680021066033,0.11000000000000008,25.0,16.24232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 10, 'idx': 0, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.016187346888934, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.24232764833162,0.001,650.0,3.79481972711642,62.016187346888934,0.11100000000000008,25.0,16.342327648331622
"{'algo': 'pso', 'phase': 1, 'iter': 10, 'idx': 1, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.63680021066033, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.14232764833162,0.001,650.0,3.794825565964466,61.63680021066033,0.11200000000000009,25.0,16.24232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 10, 'idx': 2, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.25741137348658, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.24232764833162,0.001,650.0,3.7948313717828546,61.25741137348658,0.11300000000000009,25.0,16.14232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 10, 'idx': 3, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.63680021066033, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.14232764833162,0.001,650.0,3.794825565964466,61.63680021066033,0.11400000000000009,25.0,16.24232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 10, 'idx': 4, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.25741137348658, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.24232764833162,0.001,650.0,3.7948313717828546,61.25741137348658,0.11500000000000009,25.0,16.14232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 10, 'idx': 5, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.63680021066033, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.342327648331622,0.001,650.0,3.794825565964466,61.63680021066033,0.11600000000000009,25.0,16.24232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 11, 'idx': 0, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 62.016187346888934, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.24232764833162,0.001,650.0,3.79481972711642,62.016187346888934,0.11700000000000009,25.0,16.342327648331622
"{'algo': 'pso', 'phase': 1, 'iter': 11, 'idx': 1, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.63680021066033, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.14232764833162,0.001,650.0,3.794825565964466,61.63680021066033,0.11800000000000009,25.0,16.24232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 11, 'idx': 2, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 61.25741137348658, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.24232764833162,0.001,650.0,3.7948313717828546,61.25741137348658,0.11900000000000009,25.0,16.14232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 11, 'idx': 3, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 42.670517706101336, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.14232764833162,0.001,450.0,2.627118392756002,42.670517706101336,0.12000000000000009,26.0,16.24232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 11, 'idx': 4, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 42.40789137111667, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.042327648331618,0.001,450.0,2.62712368965573,42.40789137111667,0.1210000000000001,26.0,16.14232764833162
"{'algo': 'pso', 'phase': 1, 'iter': 11, 'idx': 5, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 42.14526367124251, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.14232764833162,0.001,450.0,2.627128967511492,42.14526367124251,0.1220000000000001,26.0,16.042327648331618
"{'algo': 'pso', 'phase': 2, 'iter': 12, 'idx': 0, 'gbest_v': 16.24232764833162, 'gbest_p': 67.9407289845544, 'p': 42.40789137111667, 'center': 18.003999999999998, 'span': 10.0, 'state': 'GLOBAL_SEARCH'}",,16.24232764833162,0.001,450.0,2.62712368965573,42.40789137111667,0.1230000000000001,26.0,16.14232764833162
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 42.670517706101336, 'grad': -58419.95880837706, 'v_base': 0.0, 'v_cmd': 16.19232764833162, 'theta': 5.529203070318104, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,16.19232764833162,0.001,450.0,2.627118392756002,42.670517706101336,0.1240000000000001,26.0,16.24232764833162
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 42.539204713756924, 'grad': -52577.96292753896, 'v_base': 0.0, 'v_cmd': 16.14232764833162, 'theta': 4.973799150320701e-14, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,16.14232764833162,0.001,450.0,2.627121043844488,42.539204713756924,0.12500000000000008,26.0,16.19232764833162
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 42.40789137111667, 'grad': -41514.1267734575, 'v_base': 0.0, 'v_cmd': 16.09232764833162, 'theta': 0.75398223686161, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,16.09232764833162,0.001,450.0,2.62712368965573,42.40789137111667,0.12600000000000008,26.0,16.14232764833162
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 42.276577686356774, 'grad': -28924.08319262006, 'v_base': 0.0, 'v_cmd': 16.042327648331618, 'theta': 1.5079644737231561, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,16.042327648331618,0.001,450.0,2.6271263306486197,42.276577686356774,0.12700000000000009,26.0,16.09232764833162
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 42.14526367124251, 'grad': -19536.97811756436, 'v_base': 0.0, 'v_cmd': 15.992327648331617, 'theta': 2.261946710584702, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.992327648331617,0.001,450.0,2.627128967511492,42.14526367124251,0.12800000000000009,26.0,16.042327648331618
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 42.013949328839615, 'grad': -16530.131480970344, 'v_base': 0.0, 'v_cmd': 15.942327648331617, 'theta': 3.0159289474462625, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.942327648331617,0.001,450.0,2.6271316003973118,42.013949328839615,0.1290000000000001,26.0,15.992327648331617
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 41.88263465120956, 'grad': -19800.717327900606, 'v_base': 0.0, 'v_cmd': 15.892327648331616, 'theta': 3.7699111843078086, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.892327648331616,0.001,450.0,2.6271342287707045,41.88263465120956,0.1300000000000001,26.0,15.942327648331617
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 41.75131963052088, 'grad': -26023.003389942445, 'v_base': 0.0, 'v_cmd': 15.842327648331615, 'theta': 4.523893421169355, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.842327648331615,0.001,450.0,2.627136852096298,41.75131963052088,0.1310000000000001,26.0,15.892327648331616
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 41.620004285705534, 'grad': -30448.889426534886, 'v_base': 0.0, 'v_cmd': 15.792327648331614, 'theta': 5.277875658030915, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.792327648331614,0.001,450.0,2.627139471521321,41.620004285705534,0.1320000000000001,26.0,15.842327648331615
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 41.488688619764226, 'grad': -29467.56394217435, 'v_base': 0.0, 'v_cmd': 15.742327648331614, 'theta': 6.031857894892461, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.742327648331614,0.001,450.0,2.6271420871987363,41.488688619764226,0.1330000000000001,26.0,15.792327648331614
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 41.35737263085111, 'grad': -22535.994304735203, 'v_base': 0.0, 'v_cmd': 15.692327648331613, 'theta': 0.5026548245744351, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.692327648331613,0.001,450.0,2.62714469897558,41.35737263085111,0.1340000000000001,26.0,15.742327648331614
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 41.2260563003484, 'grad': -12440.732977142083, 'v_base': 0.0, 'v_cmd': 15.642327648331612, 'theta': 1.2566370614359812, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.642327648331612,0.001,450.0,2.6271473056281422,41.2260563003484,0.1350000000000001,26.0,15.692327648331613
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 41.094739651755475, 'grad': -3759.9332492367976, 'v_base': 0.0, 'v_cmd': 15.592327648331612, 'theta': 2.0106192982975273, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.592327648331612,0.001,450.0,2.6271499086095784,41.094739651755475,0.1360000000000001,26.0,15.642327648331612
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 40.96342268681555, 'grad': -368.01159371014467, 'v_base': 0.0, 'v_cmd': 15.54232764833161, 'theta': 2.7646015351590876, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.54232764833161,0.001,450.0,2.627152507996371,40.96342268681555,0.1370000000000001,26.0,15.592327648331612
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 40.83210540725651, 'grad': -3337.4705419835814, 'v_base': 0.0, 'v_cmd': 15.49232764833161, 'theta': 3.5185837720206337, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.49232764833161,0.001,450.0,2.627155103865001,40.83210540725651,0.1380000000000001,26.0,15.54232764833161
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 40.70078779346311, 'grad': -10369.158258226254, 'v_base': 0.0, 'v_cmd': 15.44232764833161, 'theta': 4.27256600888218, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.44232764833161,0.001,450.0,2.627157694915278,40.70078779346311,0.1390000000000001,26.0,15.49232764833161
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 40.56946986387393, 'grad': -17049.014167738893, 'v_base': 0.0, 'v_cmd': 15.392327648331609, 'theta': 5.02654824574374, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.392327648331609,0.001,450.0,2.627160282294428,40.56946986387393,0.1400000000000001,26.0,15.44232764833161
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 40.43815162374859, 'grad': -19240.35837468918, 'v_base': 0.0, 'v_cmd': 15.342327648331608, 'theta': 5.780530482605286, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.342327648331608,0.001,450.0,2.6271628663083795,40.43815162374859,0.1410000000000001,26.0,15.392327648331609
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 40.30683307359187, 'grad': -15311.542183410971, 'v_base': 0.0, 'v_cmd': 15.292327648331607, 'theta': 0.251327412287246, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.292327648331607,0.001,450.0,2.6271654469571315,40.30683307359187,0.1420000000000001,26.0,15.342327648331608
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 40.1755142022127, 'grad': -6996.1262526033815, 'v_base': 0.0, 'v_cmd': 15.242327648331607, 'theta': 1.0053096491488063, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.242327648331607,0.001,450.0,2.627168023475867,40.1755142022127,0.1430000000000001,26.0,15.292327648331607
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 40.04419501489363, 'grad': 1570.4668184215268, 'v_base': 100.0, 'v_cmd': 15.292327648331607, 'theta': 1.7592918860103524, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.292327648331607,0.001,450.0,2.6271705961705125,40.04419501489363,0.1440000000000001,26.0,15.242327648331607
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 40.1755142022127, 'grad': 6136.335086844473, 'v_base': 100.0, 'v_cmd': 15.342327648331608, 'theta': 2.5132741228718984, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.342327648331608,0.001,450.0,2.627168023475867,40.1755142022127,0.1450000000000001,26.0,15.292327648331607
"{'algo': 'nl_esc', 'phase': 'hold', 'p': 40.30683307359187, 'grad': 4512.344433389486, 'v_base': 100.0, 'v_cmd': 15.392327648331609, 'theta': 3.2672563597334587, 'dither_amp': 0.001, 'dither_hz': 120.0, 'state': 'LOCK_HOLD'}",,15.392327648331609,0.001,450.0,2.6271654469571315,40.30683307359187,0.1460000000000001,26.0,15.342327648331608
